user_id,country_id,next_exam_type,marketing_source,signup_device,signup_os,activated,register_date
1082841,AU,NULL,NULL,desktop,Windows,1,2017-10-08 03:42:31
1083051,US,NULL,friends,desktop,Macintosh,1,2017-10-08 18:07:33
1083065,US,shelf-surgery,friends,desktop,Macintosh,1,2017-10-08 18:56:41
1083127,AU,NULL,friends,desktop,Windows,1,2017-10-08 22:58:19
1083148,AU,NULL,friends,mobile,Android,1,2017-10-09 00:18:53
1083234,AU,NULL,facebook,mobile,iOS,1,2017-10-09 06:06:45
1083252,AU,NULL,NULL,NULL,NULL,1,2017-10-09 07:17:33
1083373,AU,NULL,NULL,desktop,Macintosh,1,2017-10-09 13:02:41
1083425,US,shelf-internal-medicine,NULL,desktop,Macintosh,1,2017-10-09 15:19:50
1083465,CA,NULL,facebook,desktop,Macintosh,1,2017-10-09 17:09:58
1083572,AU,NULL,conference,desktop,Windows,1,2017-10-10 00:08:13
1083816,LT,shelf-internal-medicine,friends,desktop,Macintosh,1,2017-10-10 16:52:34
1083827,CA,NULL,facebook,desktop,Macintosh,1,2017-10-10 17:28:44
1083864,US,shelf-pediatrics,NULL,desktop,Macintosh,1,2017-10-10 19:53:00
1083993,AT,step-1,NULL,mobile,iOS,1,2017-10-11 06:51:35
1084020,SE,NULL,NULL,mobile,Android,1,2017-10-11 08:47:16
1084049,CH,NULL,friends,desktop,Macintosh,1,2017-10-11 11:07:41
1084114,US,shelf-neurology,NULL,desktop,Macintosh,1,2017-10-11 15:02:50
1084446,CH,NULL,NULL,desktop,Windows,1,2017-10-12 12:18:25
1084515,US,step-1,NULL,desktop,Macintosh,1,2017-10-12 15:52:06
1084608,US,shelf-neurology,facebook,desktop,Windows,1,2017-10-12 23:34:21
1084684,AU,NULL,NULL,tablet,iOS,1,2017-10-13 08:28:42
1084719,AU,NULL,conference,desktop,Macintosh,1,2017-10-13 10:50:45
1084738,US,step-2,NULL,desktop,Windows,1,2017-10-13 11:49:39
1084801,CH,NULL,NULL,NULL,NULL,1,2017-10-13 15:51:33
1084999,GY,NULL,facebook,tablet,iOS,1,2017-10-14 06:58:26
1085063,AU,NULL,NULL,desktop,Windows,1,2017-10-14 10:50:54
1085099,US,step-2,friends,NULL,NULL,1,2017-10-14 13:01:07
1085197,US,shelf-neurology,NULL,mobile,iOS,1,2017-10-14 18:35:21
1085229,US,step-1,google,mobile,Android,1,2017-10-14 21:48:06
1085380,AU,NULL,conference,desktop,Macintosh,1,2017-10-15 10:17:19
1085383,AU,NULL,friends,desktop,Macintosh,1,2017-10-15 10:31:44
1085462,AU,NULL,conference,desktop,Macintosh,1,2017-10-15 14:38:01
1085486,US,shelf-surgery,friends,mobile,iOS,1,2017-10-15 15:44:00
1085689,CH,NULL,friends,desktop,Macintosh,1,2017-10-16 05:47:54
1085756,AU,NULL,NULL,desktop,Macintosh,1,2017-10-16 11:37:44
1085787,AU,NULL,NULL,desktop,Macintosh,1,2017-10-16 13:24:14
1085977,AU,NULL,friends,desktop,Macintosh,1,2017-10-17 00:28:44
1086049,LT,NULL,NULL,mobile,iOS,1,2017-10-17 06:53:00
1086057,LC,NULL,facebook,mobile,iOS,1,2017-10-17 07:16:36
1086126,MD,NULL,NULL,desktop,Macintosh,1,2017-10-17 12:17:20
1086166,US,shelf-pediatrics,other,desktop,Macintosh,1,2017-10-17 15:20:35
1086287,NULL,NULL,NULL,desktop,Windows,1,2017-10-17 21:25:57
1086322,US,step-2,NULL,desktop,Macintosh,1,2017-10-18 00:22:08
1086530,US,shelf-pediatrics,friends,desktop,Windows,1,2017-10-18 15:47:33
1086667,US,shelf-neurology,press_online,mobile,iOS,1,2017-10-18 23:44:00
1086852,MY,NULL,facebook,NULL,NULL,1,2017-10-19 12:35:45
1087102,BE,NULL,conference,NULL,NULL,1,2017-10-20 08:25:22
1087150,BE,NULL,conference,desktop,Windows,1,2017-10-20 11:12:20
1087336,GD,shelf-psychiatry,facebook,mobile,Android,1,2017-10-21 02:46:59
1087417,BE,NULL,conference,desktop,Windows,1,2017-10-21 08:38:16
1087493,HU,NULL,google,desktop,Macintosh,1,2017-10-21 12:27:00
1087512,BE,NULL,NULL,desktop,Windows,1,2017-10-21 13:37:03
1087915,US,shelf-family-medicine,friends,NULL,NULL,1,2017-10-22 18:21:53
1087934,RO,NULL,NULL,NULL,NULL,1,2017-10-18 08:28:44
1088030,AU,NULL,friends,desktop,Windows,1,2017-10-23 03:36:16
1088040,EC,NULL,friends,desktop,Windows,1,2017-10-23 04:04:41
1088432,US,step-2,NULL,desktop,Macintosh,1,2017-10-23 21:49:23
1088808,LV,NULL,NULL,mobile,iOS,1,2017-10-24 10:57:42
1089271,US,step-2,NULL,desktop,Windows,1,2017-10-24 23:49:13
1089651,CH,NULL,friends,desktop,Macintosh,1,2017-10-25 14:50:03
1089696,US,shelf-pediatrics,friends,desktop,Macintosh,1,2017-10-25 15:50:12
1089788,US,shelf-psychiatry,facebook,desktop,Windows,1,2017-10-25 18:55:28
1089871,US,shelf-surgery,friends,desktop,Windows,1,2017-10-25 22:42:23
1090048,RO,NULL,friends,mobile,Android,1,2017-10-26 08:14:09
1090128,FI,NULL,friends,desktop,Windows,1,2017-10-26 11:09:08
1090140,GB,NULL,advertisement,mobile,iOS,1,2017-10-26 11:38:38
1090565,SG,NULL,university,mobile,iOS,1,2017-10-27 07:57:37
1090621,LV,NULL,friends,mobile,iOS,1,2017-10-27 09:58:14
1090749,AT,NULL,NULL,NULL,NULL,1,2017-10-27 16:22:14
1090766,GB,NULL,NULL,desktop,Windows,1,2017-10-27 17:18:01
1091118,PT,NULL,friends,desktop,Windows,1,2017-10-28 13:21:12
1091167,US,shelf-pediatrics,friends,mobile,Android,1,2017-10-28 15:42:14
1091223,US,shelf-psychiatry,friends,mobile,iOS,1,2017-10-28 18:18:56
1091315,US,step-1,friends,NULL,NULL,1,2017-10-28 23:16:31
1091322,US,step-1,friends,desktop,Windows,1,2017-10-28 23:38:48
1091325,CZ,NULL,friends,mobile,Android,1,2017-10-28 23:39:49
1091339,AU,NULL,friends,desktop,Macintosh,1,2017-10-29 00:59:50
1091341,AU,NULL,friends,desktop,Macintosh,1,2017-10-29 01:01:28
1091658,US,step-1,friends,desktop,Windows,1,2017-10-29 15:15:00
1091893,AU,NULL,conference,desktop,Macintosh,1,2017-10-30 03:45:30
1092113,UA,NULL,press_online,mobile,Android,1,2017-10-30 14:53:24
1092252,US,step-2,NULL,desktop,Macintosh,1,2017-10-30 21:41:18
1092332,US,NULL,NULL,desktop,Macintosh,1,2017-10-31 04:36:08
1092537,US,shelf-neurology,friends,mobile,Android,1,2017-10-31 16:36:01
1092539,US,shelf-neurology,friends,tablet,iOS,1,2017-10-31 16:44:21
1092606,BE,NULL,conference,desktop,Windows,1,2017-10-31 20:44:53
1092646,US,NULL,NULL,desktop,Windows,1,2017-11-01 00:22:32
1092701,AU,NULL,NULL,desktop,Windows,1,2017-11-01 05:10:22
1092726,AF,NULL,NULL,mobile,iOS,1,2017-11-01 07:34:37
1092779,PT,NULL,friends,NULL,NULL,1,2017-11-01 10:39:55
1092801,AT,NULL,advertisement,desktop,Macintosh,1,2017-11-01 11:58:47
1092818,AT,NULL,student_committee,NULL,NULL,1,2017-10-27 07:21:14
1092884,US,step-1,friends,tablet,iOS,1,2017-11-01 15:22:38
1093069,GD,shelf-obstetrics-gynecology,friends,mobile,Android,1,2017-11-02 02:55:30
1093170,AU,NULL,conference,desktop,Macintosh,1,2017-11-02 10:23:46
1093217,AT,NULL,students_work,NULL,NULL,1,2017-11-01 11:18:32
1093353,GB,NULL,google,NULL,NULL,1,2017-11-02 19:58:23
1093380,US,shelf-neurology,friends,mobile,iOS,1,2017-11-02 21:31:09
1093622,US,shelf-pediatrics,NULL,desktop,Macintosh,1,2017-11-03 14:59:40
1093686,AT,NULL,friends,NULL,NULL,1,2017-11-01 20:24:46
1094012,PT,NULL,friends,desktop,Macintosh,1,2017-11-04 19:10:20
1094014,PT,NULL,friends,desktop,Macintosh,1,2017-11-04 19:11:29
1094404,NULL,NULL,NULL,NULL,NULL,1,2017-11-05 19:51:22
1094594,JO,NULL,facebook,mobile,Android,1,2017-11-06 10:19:15
1094674,US,step-1,friends,desktop,Windows,1,2017-11-06 15:32:48
1094712,US,step-1,NULL,desktop,Windows,1,2017-11-06 17:38:46
1094832,US,shelf-surgery,facebook,desktop,Macintosh,1,2017-11-07 00:48:57
1094870,US,step-1,friends,desktop,Windows,1,2017-11-07 03:42:56
1094879,AT,NULL,students_work,NULL,NULL,1,2017-10-21 18:46:45
1094987,DE,NULL,friends,NULL,NULL,1,2017-11-07 08:46:52
1095065,US,step-1,friends,NULL,NULL,1,2017-11-07 13:40:51
1095067,AT,NULL,friends,NULL,NULL,1,2017-11-01 17:04:34
1095076,AT,NULL,students_work,NULL,NULL,1,2017-11-01 13:51:39
1095078,AT,NULL,friends,NULL,NULL,1,2017-11-01 12:41:55
1095111,AT,NULL,students_work,NULL,NULL,1,2017-10-31 08:53:39
1095138,AT,NULL,facebook,NULL,NULL,1,2017-10-21 13:43:53
1095139,AT,NULL,students_work,NULL,NULL,1,2017-11-01 12:08:00
1095161,AT,NULL,friends,NULL,NULL,1,2017-10-29 18:09:08
1095172,AT,NULL,students_work,NULL,NULL,1,2017-11-01 14:45:44
1095184,AT,NULL,students_work,NULL,NULL,1,2017-11-01 20:45:46
1095197,AT,NULL,NULL,NULL,NULL,1,2017-10-29 18:46:40
1095221,AT,NULL,friends,NULL,NULL,1,2017-11-01 13:55:36
1095237,AT,NULL,friends,NULL,NULL,1,2017-11-02 13:57:59
1095264,AT,NULL,students_work,NULL,NULL,1,2017-11-02 14:15:06
1095307,AT,NULL,students_work,NULL,NULL,1,2017-11-03 21:00:52
1095376,AT,NULL,NULL,NULL,NULL,1,2017-11-01 14:27:43
1095443,AU,NULL,facebook,desktop,Macintosh,1,2017-11-08 04:39:49
1095518,AT,NULL,friends,NULL,NULL,1,2017-11-02 15:41:04
1095526,AT,NULL,friends,desktop,Macintosh,1,2017-11-08 08:46:02
1095649,AT,NULL,friends,NULL,NULL,1,2017-10-23 13:31:21
1095700,AT,NULL,NULL,NULL,NULL,1,2017-10-18 18:52:13
1095713,AT,NULL,google,NULL,NULL,1,2017-10-26 20:40:31
1095783,US,step-2,NULL,mobile,iOS,1,2017-11-08 19:58:52
1095790,AT,step-1,friends,NULL,NULL,1,2017-11-01 15:48:55
1095794,AT,NULL,students_work,NULL,NULL,1,2017-10-30 13:57:27
1095813,US,shelf-psychiatry,NULL,desktop,Macintosh,1,2017-11-08 20:51:17
1095835,AT,NULL,friends,NULL,NULL,1,2017-10-27 18:20:51
1095849,AT,NULL,NULL,NULL,NULL,1,2017-11-01 13:54:39
1095982,CH,NULL,NULL,mobile,Android,1,2017-11-09 09:00:02
1096008,AT,NULL,friends,NULL,NULL,1,2017-11-02 09:13:21
1096011,CH,NULL,friends,desktop,Windows,1,2017-11-09 10:31:42
1096020,AT,NULL,students_work,NULL,NULL,1,2017-11-04 19:38:49
1096065,AT,NULL,NULL,NULL,NULL,1,2017-10-30 12:36:49
1096137,CH,NULL,friends,desktop,Windows,1,2017-11-09 15:38:00
1096184,AT,NULL,facebook,NULL,NULL,1,2017-11-01 13:09:21
1096217,AT,NULL,friends,NULL,NULL,1,2017-11-02 11:01:40
1096283,AT,NULL,students_work,NULL,NULL,1,2017-11-02 11:32:40
1096304,BE,NULL,other,NULL,NULL,1,2017-11-09 21:56:49
1096335,AT,NULL,friends,NULL,NULL,1,2017-11-01 13:31:12
1096406,AT,NULL,facebook,NULL,NULL,1,2017-11-02 15:35:02
1096436,AT,NULL,friends,NULL,NULL,1,2017-10-26 20:09:48
1096466,AT,NULL,friends,NULL,NULL,1,2017-10-27 08:12:29
1096476,AT,NULL,students_work,NULL,NULL,1,2017-11-01 11:58:34
1096478,AT,NULL,students_work,NULL,NULL,1,2017-10-28 21:33:45
1096552,AT,NULL,facebook,NULL,NULL,1,2017-11-01 18:53:43
1096578,PT,NULL,NULL,mobile,iOS,1,2017-11-10 14:12:20
1096594,PT,NULL,NULL,desktop,Macintosh,1,2017-11-10 14:53:09
1096595,PT,NULL,NULL,mobile,Android,1,2017-11-10 14:56:43
1096620,AT,NULL,NULL,NULL,NULL,1,2017-10-23 08:25:41
1096645,US,shelf-family-medicine,friends,desktop,Macintosh,1,2017-11-10 18:00:43
1096650,AT,NULL,NULL,NULL,NULL,1,2017-10-27 22:01:55
1096694,AT,NULL,student_committee,NULL,NULL,1,2017-11-01 13:29:16
1096717,AT,NULL,NULL,NULL,NULL,1,2017-10-28 09:47:00
1096721,AT,NULL,students_work,NULL,NULL,1,2017-11-01 17:40:55
1096756,US,shelf-surgery,friends,NULL,NULL,1,2017-11-11 03:43:15
1096969,AT,NULL,facebook,NULL,NULL,1,2017-11-02 22:27:38
1096970,DE,NULL,students_work,NULL,NULL,1,2017-11-01 12:01:50
1097029,PT,NULL,NULL,desktop,Windows,1,2017-11-11 17:34:42
1097122,US,step-1,friends,desktop,Windows,1,2017-11-11 23:44:51
1097282,AT,NULL,students_work,NULL,NULL,1,2017-11-01 12:08:29
1097312,BG,NULL,NULL,desktop,Macintosh,1,2017-11-12 12:10:01
1097426,KE,NULL,advertisement,mobile,Android,1,2017-11-12 17:53:47
1097466,US,step-2,NULL,desktop,Windows,1,2017-11-12 19:36:12
1097470,AT,NULL,students_work,NULL,NULL,1,2017-11-01 16:04:08
1097652,CH,NULL,friends,mobile,iOS,1,2017-11-13 10:12:58
1097661,AT,NULL,friends,NULL,NULL,1,2017-10-31 12:33:26
1097667,AT,NULL,students_work,NULL,NULL,1,2017-11-02 21:46:47
1097703,AT,NULL,youtube,NULL,NULL,1,2017-10-21 18:08:44
1097715,CH,NULL,friends,desktop,Macintosh,1,2017-11-13 13:53:53
1097850,SK,NULL,friends,desktop,Macintosh,1,2017-11-13 20:53:16
1098080,AT,NULL,facebook,NULL,NULL,1,2017-11-11 20:12:08
1098094,BE,NULL,friends,mobile,iOS,1,2017-11-14 13:51:42
1098281,AT,NULL,friends,NULL,NULL,1,2017-11-01 17:17:53
1098496,ZZ,NULL,NULL,tablet,iOS,1,2017-11-15 12:40:16
1098674,AT,NULL,facebook,NULL,NULL,1,2017-11-15 20:15:29
1098678,AT,NULL,students_work,NULL,NULL,1,2017-11-01 13:17:20
1098716,US,shelf-internal-medicine,NULL,desktop,Macintosh,1,2017-11-15 23:01:47
1098717,US,step-1,NULL,desktop,Macintosh,1,2017-11-15 23:01:52
1098722,US,shelf-pediatrics,NULL,desktop,Macintosh,1,2017-11-15 23:02:15
1098794,AI,NULL,facebook,desktop,Macintosh,1,2017-11-16 05:47:47
1098835,CH,NULL,NULL,mobile,Android,1,2017-11-16 08:27:17
1098842,CH,NULL,NULL,desktop,Macintosh,1,2017-11-16 08:54:56
1098853,CH,NULL,NULL,NULL,NULL,1,2017-11-16 09:26:52
1098862,CH,NULL,NULL,NULL,NULL,1,2017-11-16 09:54:23
1098868,CH,NULL,friends,desktop,Macintosh,1,2017-11-16 10:22:33
1098984,PT,NULL,friends,NULL,NULL,1,2017-11-16 15:51:48
1098985,US,step-2,NULL,desktop,Macintosh,1,2017-11-16 15:52:58
1099036,US,shelf-adult-ambulatory-medicine,NULL,desktop,Macintosh,1,2017-11-16 17:51:45
1099037,US,shelf-internal-medicine,NULL,desktop,Macintosh,1,2017-11-16 17:51:57
1099038,US,step-1,NULL,desktop,Macintosh,1,2017-11-16 17:52:04
1099040,US,shelf-internal-medicine,NULL,desktop,Macintosh,1,2017-11-16 17:54:20
1099126,US,shelf-obstetrics-gynecology,NULL,desktop,Macintosh,1,2017-11-16 23:09:11
1099130,US,shelf-surgery,NULL,desktop,Windows,1,2017-11-16 23:09:30
1099131,US,shelf-pediatrics,NULL,desktop,Windows,1,2017-11-16 23:09:41
1099136,US,shelf-obstetrics-gynecology,NULL,desktop,Windows,1,2017-11-16 23:10:46
1099150,AU,shelf-internal-medicine,press_online,desktop,Macintosh,1,2017-11-16 23:59:45
1099217,AT,NULL,friends,NULL,NULL,1,2017-11-01 13:40:10
1099221,HK,NULL,NULL,desktop,Macintosh,1,2017-11-17 05:37:46
1099287,AT,NULL,students_work,NULL,NULL,1,2017-11-07 12:39:41
1099289,AT,NULL,facebook,NULL,NULL,1,2017-11-03 09:07:31
1099376,PT,NULL,NULL,desktop,Windows,1,2017-11-17 14:47:36
1099407,CH,NULL,NULL,desktop,Windows,1,2017-11-17 16:26:51
1099428,AT,NULL,students_work,NULL,NULL,1,2017-11-01 17:21:04
1099441,AT,NULL,friends,NULL,NULL,1,2017-11-02 15:59:44
1099516,US,shelf-internal-medicine,NULL,desktop,Macintosh,1,2017-11-17 23:09:27
1099518,US,shelf-surgery,NULL,desktop,Windows,1,2017-11-17 23:09:53
1099519,US,shelf-internal-medicine,NULL,desktop,Windows,1,2017-11-17 23:09:55
1099583,AU,NULL,friends,desktop,Macintosh,1,2017-11-18 04:42:40
1099635,PL,NULL,google,desktop,Macintosh,1,2017-11-18 09:32:18
1099637,CH,NULL,NULL,desktop,Macintosh,1,2017-11-18 09:44:43
1099938,CH,NULL,NULL,desktop,Windows,1,2017-11-19 06:27:23
1099975,CH,NULL,NULL,desktop,Windows,1,2017-11-19 08:58:53
1100012,CH,NULL,NULL,desktop,Windows,1,2017-11-19 11:37:45
1100063,CH,NULL,NULL,desktop,Windows,1,2017-11-19 14:27:48
1100074,CH,NULL,NULL,desktop,Macintosh,1,2017-11-19 15:00:58
1100309,RU,shelf-pediatrics,NULL,NULL,NULL,1,2017-11-20 09:21:27
1100376,CH,NULL,NULL,desktop,Windows,1,2017-11-20 13:15:13
1100386,CH,NULL,NULL,desktop,Macintosh,1,2017-11-20 13:34:34
1100431,CH,NULL,NULL,desktop,Macintosh,1,2017-11-20 15:22:16
1100468,BE,NULL,NULL,desktop,Windows,1,2017-11-20 17:27:23
1100480,CH,NULL,friends,desktop,Macintosh,1,2017-11-20 17:47:49
1100510,BE,NULL,friends,desktop,Windows,1,2017-11-20 19:13:05
1100523,BE,NULL,NULL,desktop,Windows,1,2017-11-20 20:10:16
1100543,BE,NULL,university,desktop,Windows,1,2017-11-20 21:05:00
1100709,CH,NULL,NULL,desktop,Macintosh,1,2017-11-21 11:16:48
1100751,CH,NULL,NULL,desktop,Windows,1,2017-11-21 13:59:03
1100752,CH,NULL,friends,NULL,NULL,1,2017-11-21 14:00:02
1100832,CH,NULL,friends,desktop,Macintosh,1,2017-11-21 17:30:15
1100848,UA,NULL,NULL,desktop,Windows,1,2017-11-21 18:24:24
1100875,BE,NULL,friends,desktop,Windows,1,2017-11-21 20:27:41
1100972,TW,NULL,NULL,desktop,Macintosh,1,2017-11-22 05:55:47
1101054,CH,NULL,NULL,NULL,NULL,1,2017-11-22 12:11:34
1101068,PT,NULL,friends,desktop,Windows,1,2017-11-22 12:53:41
1101104,BE,NULL,university,desktop,Linux,1,2017-11-22 14:49:18
1101129,CH,NULL,friends,tablet,iOS,1,2017-11-22 15:47:26
1101130,CH,NULL,NULL,NULL,NULL,1,2017-11-22 15:51:42
1101132,CH,NULL,NULL,tablet,iOS,1,2017-11-22 15:57:05
1101152,BE,NULL,university,desktop,Windows,1,2017-11-22 16:44:47
1101167,CH,NULL,friends,desktop,Windows,1,2017-11-22 17:31:30
1101182,CH,NULL,NULL,desktop,Macintosh,1,2017-11-22 18:56:24
1101203,BE,NULL,friends,desktop,Macintosh,1,2017-11-22 19:53:27
1101248,NULL,NULL,NULL,desktop,Windows,1,2017-11-23 00:16:52
1101402,RO,NULL,friends,desktop,Windows,1,2017-11-23 13:38:54
1101444,CH,NULL,NULL,desktop,Macintosh,1,2017-11-23 15:08:54
1101542,PH,NULL,friends,mobile,iOS,1,2017-11-23 21:36:33
1101677,CH,NULL,NULL,desktop,Macintosh,1,2017-11-24 10:24:43
1101700,CH,step-2,NULL,desktop,Windows,1,2017-11-24 12:01:54
1101716,DE,NULL,students_work,NULL,NULL,1,2017-10-18 13:23:50
1101799,US,shelf-obstetrics-gynecology,press_online,desktop,Macintosh,1,2017-11-24 17:41:18
1102003,AT,NULL,NULL,desktop,Windows,1,2017-11-25 10:34:18
1102214,GB,NULL,conference,desktop,Macintosh,1,2017-11-25 23:30:56
1102240,US,NULL,advertisement,desktop,Macintosh,1,2017-11-26 02:10:35
1102353,BE,NULL,NULL,desktop,Windows,1,2017-11-26 11:33:47
1102388,GB,NULL,NULL,mobile,Android,1,2017-11-26 13:52:07
1102403,CH,NULL,NULL,NULL,NULL,1,2017-11-26 14:35:50
1102432,BE,NULL,NULL,tablet,iOS,1,2017-11-26 15:59:03
1102467,BE,NULL,NULL,desktop,Macintosh,1,2017-11-26 17:24:37
1102491,CH,NULL,NULL,NULL,NULL,1,2017-11-26 18:41:38
1102505,CH,NULL,NULL,desktop,Macintosh,1,2017-11-26 19:31:00
1102624,NULL,NULL,NULL,desktop,Macintosh,1,2017-11-27 07:03:02
1102642,CH,NULL,NULL,mobile,iOS,1,2017-11-27 08:16:05
1102671,CH,NULL,NULL,desktop,Macintosh,1,2017-11-27 09:44:57
1102673,IN,NULL,NULL,tablet,iOS,1,2017-11-27 09:52:23
1102698,BE,NULL,NULL,mobile,Android,1,2017-11-27 11:09:39
1102778,US,shelf-internal-medicine,NULL,mobile,iOS,1,2017-11-27 15:46:26
1102799,CH,NULL,friends,desktop,Windows,1,2017-11-27 16:51:01
1102803,CH,NULL,friends,desktop,Windows,1,2017-11-27 17:10:39
1102881,CH,NULL,NULL,desktop,Windows,1,2017-11-27 21:52:54
1103020,CH,NULL,friends,desktop,Macintosh,1,2017-11-28 10:22:13
1103067,GB,NULL,NULL,desktop,Macintosh,1,2017-11-28 12:37:05
1103069,TW,NULL,google,desktop,Windows,1,2017-11-28 12:41:51
1103096,SK,NULL,friends,desktop,Macintosh,1,2017-11-28 13:42:58
1103110,CH,NULL,NULL,NULL,NULL,1,2017-11-28 14:25:37
1103134,ES,NULL,google,desktop,Windows,1,2017-11-28 15:30:36
1103180,CH,NULL,friends,desktop,Windows,1,2017-11-28 18:32:18
1103207,US,shelf-surgery,NULL,desktop,Windows,1,2017-11-28 20:31:14
1103475,CH,NULL,NULL,desktop,Macintosh,1,2017-11-29 16:09:17
1103773,CH,NULL,NULL,desktop,Macintosh,1,2017-11-30 18:51:48
1103843,US,shelf-psychiatry,NULL,desktop,Windows,1,2017-12-01 00:32:43
1103845,US,NULL,NULL,desktop,Windows,1,2017-12-01 00:39:51
1103894,DE,NULL,friends,desktop,Macintosh,1,2017-12-01 07:47:59
1103898,DE,NULL,other,desktop,Macintosh,1,2017-12-01 08:11:57
1103903,DE,NULL,NULL,NULL,NULL,1,2017-12-01 08:28:49
1103912,CH,NULL,NULL,mobile,Android,1,2017-12-01 09:15:04
1103989,CH,NULL,friends,desktop,Macintosh,1,2017-12-01 15:36:23
1104025,CH,NULL,friends,tablet,iOS,1,2017-12-01 18:27:43
1104091,US,shelf-surgery,NULL,desktop,Macintosh,1,2017-12-02 00:23:48
1104093,US,step-2,NULL,desktop,Macintosh,1,2017-12-02 00:24:07
1104098,US,step-2,NULL,desktop,Macintosh,1,2017-12-02 00:24:25
1104102,US,shelf-surgery,NULL,desktop,Macintosh,1,2017-12-02 00:24:53
1104170,CH,NULL,friends,mobile,iOS,1,2017-12-02 08:31:35
1104194,CH,NULL,NULL,desktop,Macintosh,1,2017-12-02 11:39:52
1104309,US,shelf-family-medicine,NULL,NULL,NULL,1,2017-12-02 19:37:08
1104332,US,shelf-obstetrics-gynecology,NULL,desktop,Windows,1,2017-12-02 21:02:29
1104484,IQ,NULL,friends,mobile,Android,1,2017-12-03 14:53:59
1104583,US,shelf-psychiatry,facebook,NULL,NULL,1,2017-12-03 21:31:49
1104584,US,shelf-surgery,NULL,desktop,Macintosh,1,2017-12-03 21:31:43
1104587,US,shelf-surgery,NULL,desktop,Windows,1,2017-12-03 21:31:55
1104588,US,shelf-family-medicine,conference,desktop,Macintosh,1,2017-12-03 21:33:27
1104618,US,shelf-internal-medicine,NULL,desktop,Macintosh,1,2017-12-03 23:47:04
1104621,US,shelf-obstetrics-gynecology,NULL,desktop,Macintosh,1,2017-12-03 23:47:15
1104623,US,shelf-family-medicine,NULL,desktop,Windows,1,2017-12-03 23:47:50
1104748,CH,NULL,NULL,mobile,iOS,1,2017-12-04 14:45:37
1104789,CH,NULL,NULL,desktop,Windows,1,2017-12-04 17:07:58
1104839,US,step-2,NULL,NULL,NULL,1,2017-12-04 20:09:55
1104994,CH,step-1,NULL,mobile,iOS,1,2017-12-05 11:28:50
1105017,CH,NULL,NULL,desktop,Macintosh,1,2017-12-05 13:16:57
1105133,US,step-1,friends,desktop,Macintosh,1,2017-12-05 20:00:42
1105140,SA,NULL,friends,desktop,Windows,1,2017-12-05 20:32:09
1105198,US,shelf-neurology,friends,desktop,Windows,1,2017-12-06 02:00:12
1105215,CH,NULL,NULL,NULL,NULL,1,2017-12-06 05:42:20
