user_id,code_activation,access_start,access_end,days
1081682,2017-10-05 06:21:30,2017-10-10 06:19:22,2017-10-31 23:59:59,22
1081689,2017-10-05 06:43:32,2017-10-10 06:41:28,2017-10-31 23:59:59,22
1081697,2017-10-05 07:05:56,2017-10-10 07:00:25,2017-12-02 23:59:59,193
1081699,2017-10-05 07:17:13,2017-10-10 07:15:43,2017-11-01 23:59:59,92
1081708,2017-10-05 08:00:26,2017-10-10 07:59:24,2017-11-01 23:59:59,92
1081718,2017-10-05 08:42:58,2017-10-10 08:42:01,2017-10-31 23:59:59,22
1080005,2017-10-05 08:43:10,2017-11-02 00:00:00,2017-11-03 23:59:59,2
1081721,2017-10-05 08:44:16,2017-10-10 08:43:09,2017-11-03 23:59:59,94
1081729,2017-10-05 08:51:50,2017-10-10 08:50:48,2017-11-03 23:59:59,94
1081728,2017-10-05 08:54:09,2017-10-10 08:52:42,2017-11-03 23:59:59,94
1081618,2017-10-05 08:56:57,2017-10-24 02:19:12,2017-11-03 23:59:59,80
1081735,2017-10-05 09:04:00,2017-10-10 09:03:21,2017-11-03 23:59:59,94
1081733,2017-10-05 09:05:49,2017-10-10 09:01:59,2017-11-03 23:59:59,94
1081743,2017-10-05 09:12:32,2017-10-10 09:11:23,2017-11-03 23:59:59,94
1081750,2017-10-05 09:26:07,2017-10-10 09:22:36,2017-11-03 23:59:59,94
1081751,2017-10-05 09:26:10,2017-10-10 09:23:36,2017-10-31 23:59:59,22
1081757,2017-10-05 09:42:01,2017-10-10 09:41:17,2017-11-03 23:59:59,94
1081769,2017-10-05 10:06:39,2017-10-10 10:05:14,2017-11-03 23:59:59,94
1081785,2017-10-05 10:32:12,2017-10-10 10:31:14,2017-11-03 23:59:59,94
1081659,2017-10-05 10:43:14,2017-10-10 05:01:48,2018-10-10 05:01:48,10001
1081792,2017-10-05 10:44:59,2017-10-10 10:43:07,2017-11-03 23:59:59,94
1081810,2017-10-05 11:46:20,2017-10-10 11:44:41,2017-10-31 23:59:59,22
1081812,2017-10-05 11:48:36,2017-10-10 11:47:55,2017-10-31 23:59:59,22
1081822,2017-10-05 12:04:00,2017-10-10 12:03:29,2017-10-31 23:59:59,22
1081823,2017-10-05 12:08:49,2017-10-10 12:08:02,2017-11-10 12:08:02,101
1081827,2017-10-05 12:33:38,2017-10-10 12:32:14,2017-10-31 23:59:59,22
1081826,2017-10-05 12:37:16,2017-10-10 12:33:18,2017-11-03 23:59:59,94
1081773,2017-10-05 12:47:34,2017-10-10 10:11:04,2017-11-03 23:59:59,94
1081844,2017-10-05 13:25:56,2017-10-10 13:24:17,2017-11-03 23:59:59,94
1081947,2017-10-05 18:03:42,2017-10-10 18:02:20,2017-11-03 23:59:59,94
1081880,2017-10-05 19:03:20,2017-10-10 15:03:11,2017-11-09 15:03:11,100
1081973,2017-10-05 19:45:28,2017-10-10 19:42:45,2017-10-31 23:59:59,22
1081988,2017-10-05 20:50:43,2017-10-10 20:48:48,2017-11-10 20:48:48,101
1081998,2017-10-05 21:34:10,2017-10-10 21:32:11,2017-11-01 23:59:59,92
1082002,2017-10-05 21:46:00,2017-10-10 21:44:48,2017-11-03 23:59:59,94
1082006,2017-10-05 21:58:34,2017-10-10 21:56:09,2017-11-03 23:59:59,94
1082012,2017-10-05 22:14:13,2017-10-10 22:12:02,2017-10-31 23:59:59,22
1082017,2017-10-05 22:21:47,2017-10-10 22:20:13,2017-11-03 23:59:59,94
1082030,2017-10-05 22:58:22,2017-10-10 22:54:36,2017-11-03 23:59:59,94
1082035,2017-10-05 23:08:02,2017-10-10 23:05:48,2017-11-03 23:59:59,94
1082051,2017-10-06 00:00:02,2017-10-10 23:58:56,2017-11-03 23:59:59,94
1082073,2017-10-06 01:20:48,2017-10-11 01:19:21,2017-10-31 23:59:59,21
1082082,2017-10-06 02:00:42,2017-10-11 01:57:51,2017-11-01 23:59:59,91
1082083,2017-10-06 02:04:37,2017-10-11 02:01:38,2017-10-31 23:59:59,21
1082088,2017-10-06 02:27:54,2017-10-11 02:26:25,2017-11-03 23:59:59,93
1082094,2017-10-06 02:46:08,2017-10-11 02:45:02,2017-11-03 23:59:59,93
1082096,2017-10-06 02:52:36,2017-10-11 02:50:49,2017-11-03 23:59:59,93
1082100,2017-10-06 03:04:30,2017-10-11 03:02:26,2017-10-31 23:59:59,21
1079946,2017-10-06 03:23:05,2017-10-06 03:23:05,2017-10-31 23:59:59,26
1082111,2017-10-06 03:41:04,2017-10-11 03:39:24,2017-10-25 23:59:59,15
1082115,2017-10-06 03:52:49,2017-10-11 03:51:27,2018-04-01 23:59:59,9391
1082118,2017-10-06 04:04:23,2017-10-11 04:02:47,2017-11-03 23:59:59,93
1082135,2017-10-06 05:06:04,2017-10-11 05:04:05,2017-10-31 23:59:59,21
1082159,2017-10-06 06:24:52,2017-10-11 06:23:32,2017-11-03 23:59:59,93
1080017,2017-10-06 07:03:03,2017-10-06 07:03:03,2017-10-31 23:59:59,26
1080861,2017-10-06 08:34:54,2017-10-08 05:12:09,2017-11-03 23:59:59,96
1082202,2017-10-06 09:24:45,2017-10-11 09:23:19,2017-11-03 23:59:59,93
1082208,2017-10-06 09:49:28,2017-10-11 09:48:32,2017-10-31 23:59:59,21
1082207,2017-10-06 09:53:05,2017-10-11 09:46:18,2017-10-31 23:59:59,21
1082223,2017-10-06 10:26:35,2017-10-11 10:25:14,2017-11-01 23:59:59,91
1082225,2017-10-06 10:41:28,2017-10-11 10:40:16,2017-10-31 23:59:59,21
1082227,2017-10-06 11:31:28,2017-10-11 10:49:49,2017-11-01 23:59:59,91
1082245,2017-10-06 12:01:12,2017-10-11 11:58:54,2017-10-31 23:59:59,21
1080075,2017-10-06 12:33:54,2017-10-06 12:33:54,2017-10-31 23:59:59,26
1082273,2017-10-06 14:10:01,2017-10-11 13:54:34,2017-11-03 23:59:59,93
1079989,2017-10-06 14:37:57,2017-10-06 14:37:57,2017-11-03 23:59:59,98
1082306,2017-10-06 14:55:51,2017-10-11 14:49:10,2017-10-25 14:49:10,15
1082313,2017-10-06 14:59:13,2017-10-11 14:57:12,2017-11-03 23:59:59,93
1080241,2017-10-06 19:11:51,2017-10-06 19:11:51,2018-10-06 19:11:51,10001
1082420,2017-10-06 21:50:37,2017-10-11 21:49:08,2017-11-03 23:59:59,93
1080401,2017-10-07 00:07:35,2017-10-07 04:46:20,2017-11-03 23:59:59,97
1082449,2017-10-07 00:17:27,2017-10-12 00:16:01,2017-10-31 23:59:59,20
1082457,2017-10-07 01:01:00,2017-10-12 00:58:51,2017-11-01 23:59:59,90
1080332,2017-10-07 01:56:59,2017-10-07 01:56:59,2017-11-01 23:59:59,95
1080074,2017-10-07 02:52:55,2017-10-07 02:52:55,2017-10-31 23:59:59,25
1082499,2017-10-07 06:01:09,2017-10-12 04:13:15,2017-11-03 23:59:59,92
1080407,2017-10-07 06:28:47,2017-10-07 06:28:47,2017-11-07 06:28:47,101
1082538,2017-10-07 07:17:12,2017-10-12 07:14:20,2017-10-31 23:59:59,20
1082157,2017-10-07 09:18:20,2017-10-11 06:32:17,2017-11-03 23:59:59,93
1080852,2017-10-07 09:32:47,2017-10-08 04:40:27,2017-11-03 23:59:59,96
1082603,2017-10-07 11:42:23,2017-10-12 11:38:48,2017-10-31 23:59:59,20
1080270,2017-10-07 13:05:38,2017-10-07 13:05:38,2017-11-03 23:59:59,97
1079965,2017-10-07 13:11:15,2017-10-07 13:11:15,2017-11-07 13:11:15,101
1082698,2017-10-07 16:43:08,2017-10-12 16:41:45,2017-11-12 16:41:45,101
1080507,2017-10-07 17:28:48,2017-10-07 17:28:48,2017-11-07 17:28:48,101
1081215,2017-10-07 19:21:14,2017-10-09 02:55:41,2017-11-09 02:55:41,101
1082440,2017-10-07 23:54:25,2017-10-11 23:34:28,2017-10-25 23:34:28,15
1080395,2017-10-08 00:01:50,2017-10-08 00:01:50,2017-10-31 23:59:59,24
1080721,2017-10-08 01:11:59,2017-10-08 01:11:59,2017-11-08 01:11:59,101
1082806,2017-10-08 01:29:15,2017-10-13 01:28:15,2017-10-27 01:28:15,15
1082770,2017-10-08 01:30:14,2017-10-12 22:52:45,2017-11-11 22:52:45,100
1082806,2017-10-08 01:30:36,2017-10-27 01:28:16,2017-11-10 01:28:16,84
1080346,2017-10-08 01:39:19,2017-10-08 01:39:19,2017-11-03 23:59:59,96
1082816,2017-10-08 02:25:33,2017-10-13 02:04:40,2017-11-03 23:59:59,91
1082825,2017-10-08 02:51:54,2017-10-13 02:50:36,2017-11-03 23:59:59,91
1082841,2017-10-08 03:44:54,2017-10-13 03:42:46,2017-10-31 23:59:59,19
1080143,2017-10-08 05:03:08,2017-10-08 05:03:08,2017-11-03 23:59:59,96
1080817,2017-10-08 05:22:28,2017-10-08 05:22:28,2017-11-03 23:59:59,96
1082877,2017-10-08 07:09:15,2017-10-13 07:05:42,2017-10-31 23:59:59,19
1080081,2017-10-08 07:21:45,2017-10-08 07:21:45,2017-10-31 23:59:59,24
1080883,2017-10-08 09:03:14,2017-10-08 09:03:14,2017-10-31 23:59:59,24
1080465,2017-10-08 09:19:18,2017-10-08 09:19:18,2017-10-31 23:59:59,24
1082925,2017-10-08 10:04:31,2017-10-13 10:02:36,2017-10-27 10:02:36,15
1082939,2017-10-08 10:42:00,2017-10-13 10:40:23,2017-11-03 23:59:59,91
1082970,2017-10-08 13:03:51,2017-10-13 13:00:56,2017-10-31 23:59:59,19
1080740,2017-10-08 13:49:14,2017-10-08 13:49:14,2017-11-08 13:49:14,101
1082793,2017-10-08 16:11:05,2017-10-13 00:50:22,2017-11-13 00:50:22,101
1083060,2017-10-08 18:45:13,2017-10-13 18:43:10,2017-11-18 23:59:59,106
1080990,2017-10-08 18:54:53,2017-10-08 18:54:53,2017-11-08 18:54:53,101
1083072,2017-10-08 19:27:35,2017-10-13 19:24:46,2017-10-31 23:59:59,19
1083114,2017-10-08 22:16:10,2017-10-13 22:12:11,2017-11-03 23:59:59,91
1083126,2017-10-08 22:59:12,2017-10-13 22:54:59,2017-10-27 22:54:59,15
1083128,2017-10-08 23:01:14,2017-10-13 22:59:33,2017-10-25 23:59:59,13
1083135,2017-10-08 23:22:20,2017-10-13 23:19:13,2017-10-25 23:59:59,13
1082871,2017-10-08 23:23:32,2017-10-13 06:47:39,2017-11-13 06:47:39,101
1083195,2017-10-09 03:26:20,2017-10-14 03:25:10,2017-11-01 23:59:59,88
1083196,2017-10-09 03:30:40,2017-10-14 03:28:01,2017-10-31 23:59:59,18
1080863,2017-10-09 03:35:28,2017-10-09 03:35:28,2017-11-09 03:35:28,101
1083210,2017-10-09 04:34:12,2017-10-14 04:33:48,2017-11-03 23:59:59,90
1082895,2017-10-09 04:55:23,2017-10-13 08:10:49,2017-10-31 23:59:59,19
1083249,2017-10-09 07:08:35,2017-10-14 07:07:43,2017-11-01 23:59:59,88
1080038,2017-10-09 09:43:10,2017-10-09 09:43:10,2017-11-09 09:43:10,101
1083303,2017-10-09 10:17:53,2017-10-14 10:09:09,2017-10-28 10:09:09,15
1083306,2017-10-09 10:24:23,2017-10-14 10:23:00,2017-10-31 23:59:59,18
1083303,2017-10-09 10:28:06,2017-10-28 10:09:10,2017-11-03 23:59:59,76
1083319,2017-10-09 10:50:44,2017-10-14 10:49:40,2017-10-31 23:59:59,18
1083318,2017-10-09 10:51:29,2017-10-14 10:50:30,2017-10-31 23:59:59,18
1083321,2017-10-09 10:56:39,2017-10-14 10:55:18,2017-10-31 23:59:59,18
1083326,2017-10-09 11:03:59,2017-10-14 11:02:08,2017-10-31 23:59:59,18
1083339,2017-10-09 11:40:32,2017-10-14 11:39:00,2017-11-03 23:59:59,90
1083353,2017-10-09 12:10:24,2017-10-14 12:04:11,2017-10-31 23:59:59,18
1083356,2017-10-09 12:14:49,2017-10-14 12:08:44,2017-11-03 23:59:59,90
1083365,2017-10-09 12:47:29,2017-10-14 12:45:25,2017-10-31 23:59:59,18
1083373,2017-10-09 13:04:19,2017-10-14 13:03:22,2017-10-31 23:59:59,18
1083401,2017-10-09 14:15:46,2017-10-14 14:14:22,2017-11-14 14:14:22,101
1081806,2017-10-09 14:29:22,2017-10-10 11:28:55,2017-11-03 23:59:59,94
1083412,2017-10-09 14:47:57,2017-10-14 14:45:45,2017-10-31 23:59:59,18
1083418,2017-10-09 15:02:20,2017-10-14 14:58:08,2017-10-31 23:59:59,18
1083434,2017-10-09 15:41:48,2017-10-14 15:40:09,2017-10-31 23:59:59,18
1083441,2017-10-09 15:56:25,2017-10-14 15:55:17,2017-10-31 23:59:59,18
1081151,2017-10-09 16:15:14,2017-10-09 16:15:14,2017-11-09 16:15:14,101
1081774,2017-10-09 16:17:43,2017-10-10 10:14:39,2018-10-10 10:14:39,10001
1080920,2017-10-09 16:40:48,2017-10-09 16:40:48,2018-10-09 16:40:48,10001
1081403,2017-10-09 18:22:51,2017-10-09 18:22:51,2017-11-09 18:22:51,101
1083495,2017-10-09 19:15:03,2017-10-14 19:12:05,2017-10-31 23:59:59,18
1081517,2017-10-09 20:26:24,2017-10-09 20:26:24,2017-11-09 20:26:24,101
1083539,2017-10-09 22:05:58,2017-10-14 21:55:53,2017-10-21 23:59:59,8
1083557,2017-10-09 23:04:56,2017-10-14 23:03:47,2017-10-31 23:59:59,18
1083558,2017-10-09 23:07:27,2017-10-14 23:06:14,2017-10-31 23:59:59,18
1081347,2017-10-09 23:10:15,2017-10-09 23:10:15,2017-11-09 23:10:15,101
1083566,2017-10-09 23:25:20,2017-10-14 23:23:55,2017-11-01 23:59:59,88
1083574,2017-10-10 00:30:11,2017-10-15 00:09:38,2017-11-03 23:59:59,89
1083578,2017-10-10 00:37:45,2017-10-15 00:36:23,2017-11-03 23:59:59,89
1081587,2017-10-10 01:17:18,2017-10-10 01:17:18,2017-10-31 23:59:59,22
1083604,2017-10-10 02:49:30,2017-10-15 02:47:26,2017-10-31 23:59:59,17
1081297,2017-10-10 03:56:21,2017-10-10 03:56:21,2017-11-10 03:56:21,101
1083625,2017-10-10 04:38:27,2017-10-15 04:35:15,2017-12-16 04:35:15,202
1080864,2017-10-10 06:52:54,2017-10-10 06:52:54,2017-10-31 23:59:59,22
1080483,2017-10-10 08:01:34,2017-10-10 08:01:34,2017-11-10 08:01:34,101
1081719,2017-10-10 09:56:19,2017-10-10 09:56:19,2017-11-03 23:59:59,94
1081744,2017-10-10 11:20:04,2017-10-10 11:20:04,2017-11-03 23:59:59,94
1080765,2017-10-10 11:37:33,2017-10-10 11:37:33,2017-10-31 23:59:59,22
1081453,2017-10-10 12:20:31,2017-10-10 12:20:31,2017-11-10 12:20:31,101
1081803,2017-10-10 12:52:02,2017-10-10 12:52:02,2017-11-03 23:59:59,94
1081698,2017-10-10 13:56:34,2017-10-10 13:56:34,2017-11-10 13:56:34,101
1083761,2017-10-10 14:45:27,2017-10-15 14:13:41,2017-11-03 23:59:59,89
1081005,2017-10-10 15:22:03,2017-10-10 15:22:03,2017-11-10 15:22:03,101
1081896,2017-10-10 16:19:38,2017-10-10 16:19:38,2018-10-10 16:19:38,10001
1081651,2017-10-10 16:29:05,2017-10-10 16:29:05,2017-10-31 23:59:59,22
1083816,2017-10-10 16:55:36,2017-10-15 16:53:14,2018-10-15 16:53:14,10001
1081722,2017-10-10 18:00:28,2017-10-10 18:00:28,2017-11-03 23:59:59,94
1083837,2017-10-10 18:08:44,2017-10-15 18:06:18,2017-11-03 23:59:59,89
1083842,2017-10-10 18:36:15,2017-10-15 18:35:14,2017-10-29 18:35:14,15
1083855,2017-10-10 19:24:42,2017-10-15 19:23:39,2017-11-15 19:23:39,101
1083864,2017-10-10 19:55:33,2017-10-15 19:53:17,2018-10-15 19:53:17,10001
1081999,2017-10-10 21:37:50,2017-10-10 21:37:50,2017-11-03 23:59:59,94
1083879,2017-10-10 22:03:03,2017-10-15 21:54:48,2017-10-25 23:59:59,11
1083881,2017-10-10 22:11:35,2017-10-15 22:10:25,2017-11-03 23:59:59,89
1083887,2017-10-10 22:29:22,2017-10-15 22:28:22,2017-11-03 23:59:59,89
1082022,2017-10-11 00:08:33,2017-10-11 00:08:33,2017-11-03 23:59:59,93
1081571,2017-10-11 01:02:18,2017-10-11 01:02:18,2017-10-31 23:59:59,21
1082011,2017-10-11 02:15:11,2017-10-11 02:15:11,2017-11-03 23:59:59,93
1083935,2017-10-11 02:18:51,2017-10-16 02:17:19,2017-11-03 23:59:59,88
1083939,2017-10-11 02:34:38,2017-10-16 02:32:47,2017-10-31 23:59:59,16
1083127,2017-10-11 03:18:58,2017-10-13 22:59:28,2017-10-31 23:59:59,19
1081838,2017-10-11 04:42:31,2017-10-11 04:42:31,2017-11-03 23:59:59,93
1083987,2017-10-11 06:23:55,2017-10-16 06:21:25,2017-10-31 23:59:59,16
1083989,2017-10-11 06:32:35,2017-10-16 06:28:30,2017-11-03 23:59:59,88
1083996,2017-10-11 06:56:21,2017-10-16 06:55:22,2017-11-01 23:59:59,86
1081804,2017-10-11 09:53:06,2017-10-11 09:53:06,2017-11-03 23:59:59,93
1084033,2017-10-11 09:55:41,2017-10-16 09:51:24,2017-10-31 23:59:59,16
1084035,2017-10-11 09:58:45,2017-10-16 09:57:42,2017-11-03 23:59:59,88
1084039,2017-10-11 10:19:07,2017-10-16 10:16:45,2017-11-03 23:59:59,88
1084051,2017-10-11 11:12:04,2017-10-16 11:11:11,2017-10-31 23:59:59,16
1082205,2017-10-11 11:18:49,2017-10-11 11:18:49,2017-11-03 23:59:59,93
1084064,2017-10-11 12:07:51,2017-10-16 12:06:42,2017-11-03 23:59:59,88
1082224,2017-10-11 12:08:20,2017-10-11 12:08:20,2017-11-03 23:59:59,93
1082261,2017-10-11 13:24:26,2017-10-11 13:24:26,2018-10-11 13:24:26,10001
1081362,2017-10-11 22:47:51,2017-10-11 22:47:51,2017-10-31 23:59:59,21
1084278,2017-10-11 23:46:24,2017-10-16 23:44:39,2017-10-31 23:59:59,16
1082244,2017-10-12 00:25:27,2017-10-12 00:25:27,2017-10-31 23:59:59,20
1081604,2017-10-12 01:06:24,2017-10-12 01:06:24,2018-10-12 01:06:24,10001
1084291,2017-10-12 01:07:11,2017-10-17 01:05:37,2017-10-31 23:59:59,15
1083906,2017-10-12 01:24:02,2017-10-17 01:19:54,2017-10-31 23:59:59,15
1082450,2017-10-12 01:38:17,2017-10-12 01:38:17,2017-11-03 23:59:59,92
1084325,2017-10-12 03:25:23,2017-10-17 03:23:11,2017-10-31 23:59:59,15
1082127,2017-10-12 03:34:17,2017-10-12 03:34:17,2017-11-12 03:34:17,101
1082162,2017-10-12 05:42:33,2017-10-12 05:42:33,2017-10-31 23:59:59,20
1082527,2017-10-12 06:37:02,2017-10-12 06:37:02,2018-10-12 06:37:02,10001
1081919,2017-10-12 08:03:34,2017-10-12 08:03:34,2017-11-12 08:03:34,101
1084439,2017-10-12 11:47:00,2017-10-17 11:45:42,2017-10-31 23:59:59,15
1084448,2017-10-12 12:20:17,2017-10-17 12:19:19,2017-11-03 23:59:59,87
1084496,2017-10-12 14:42:46,2017-10-17 14:39:35,2017-12-02 23:59:59,186
1084515,2017-10-12 15:53:08,2017-10-17 15:52:17,2018-10-17 15:52:17,10001
1083734,2017-10-12 17:16:53,2017-10-15 12:48:05,2017-10-29 12:48:05,15
1081703,2017-10-12 17:52:37,2017-10-12 17:52:37,2018-10-12 17:52:37,10001
1080912,2017-10-12 22:48:39,2017-10-12 22:48:39,2017-10-31 23:59:59,20
1084608,2017-10-12 23:35:40,2017-10-17 23:34:30,2018-10-17 23:34:30,10001
1082774,2017-10-13 00:08:21,2017-10-13 00:08:21,2017-11-03 23:59:59,91
1082409,2017-10-13 01:41:24,2017-10-13 01:41:24,2017-11-13 01:41:24,101
1082723,2017-10-13 01:56:25,2017-10-13 01:56:25,2017-11-13 01:56:25,101
1081289,2017-10-13 02:34:08,2017-10-13 02:34:08,2017-10-31 23:59:59,19
1082778,2017-10-13 02:41:00,2017-10-13 02:41:00,2017-11-13 02:41:00,101
1080447,2017-10-13 04:00:49,2017-10-13 04:00:49,2017-11-01 23:59:59,89
1084670,2017-10-13 07:22:04,2017-10-18 07:20:42,2017-11-01 23:59:59,84
1084689,2017-10-13 08:47:30,2017-10-18 08:44:08,2017-10-31 23:59:59,14
1082133,2017-10-13 08:55:28,2017-10-13 08:55:28,2017-10-31 23:59:59,19
1084719,2017-10-13 11:08:00,2017-10-18 11:04:43,2017-11-03 23:59:59,86
1084738,2017-10-13 11:53:39,2017-10-18 11:49:57,2018-09-18 11:49:57,9901
1084757,2017-10-13 13:13:14,2017-10-18 13:11:07,2017-10-31 23:59:59,14
1081849,2017-10-13 14:22:07,2017-10-13 14:22:07,2017-11-03 23:59:59,91
